# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-11-02 18:50:36 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#          5495       00054     00003     Reservoir storage, acre feet (Mean)
#          5496       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
USGS	09469000	2019-07-31	59880	P	59450	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-09-04 19:30:28 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#          5495       00054     00003     Reservoir storage, acre feet (Mean)
#          5496       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2019-08-01	58820	P	58310	P
USGS	09469000	2019-08-02	57830	P	57330	P
USGS	09469000	2019-08-03	56800	P	56240	P
USGS	09469000	2019-08-04	55800	P	55310	P
USGS	09469000	2019-08-05	54780	P	54110	P
USGS	09469000	2019-08-06	53770	P	53260	P
USGS	09469000	2019-08-07	52770	P	52260	P
USGS	09469000	2019-08-08	51770	P	51260	P
USGS	09469000	2019-08-09	50720	P	50200	P
USGS	09469000	2019-08-10	49690	P	49320	P
USGS	09469000	2019-08-11	48770	P	48260	P
USGS	09469000	2019-08-12	47730	P	47170	P
USGS	09469000	2019-08-13	46670	P	46120	P
USGS	09469000	2019-08-14	45620	P	45120	P
USGS	09469000	2019-08-15	44560	P	44040	P
USGS	09469000	2019-08-16	43520	P	43000	P
USGS	09469000	2019-08-17	42450	P	41950	P
USGS	09469000	2019-08-18	41400	P	40850	P
USGS	09469000	2019-08-19	40310	P	39760	P
USGS	09469000	2019-08-20	39230	P	38720	P
USGS	09469000	2019-08-21	38150	P	37600	P
USGS	09469000	2019-08-22	37070	P	36470	P
USGS	09469000	2019-08-23	35980	P	35420	P
USGS	09469000	2019-08-24	34890	P	34390	P
USGS	09469000	2019-08-25	33840	P	33340	P
USGS	09469000	2019-08-26	32860	P	32360	P
USGS	09469000	2019-08-27	31890	P	31430	P
USGS	09469000	2019-08-28	30960	P	30640	P
USGS	09469000	2019-08-29	30170	P	29750	P
USGS	09469000	2019-08-30	29300	P	28810	P
USGS	09469000	2019-08-31	28380	P	27910	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-10-04 19:00:46 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#          5495       00054     00003     Reservoir storage, acre feet (Mean)
#          5496       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2019-09-01	27180	P	26720	P
USGS	09469000	2019-09-02	26290	P	25840	P
USGS	09469000	2019-09-03	25420	P	24910	P
USGS	09469000	2019-09-04	24600	P	24110	P
USGS	09469000	2019-09-05	23730	P	23310	P
USGS	09469000	2019-09-06	22910	P	22500	P
USGS	09469000	2019-09-07	22090	P	21620	P
USGS	09469000	2019-09-08	21310	P	20890	P
USGS	09469000	2019-09-09	20520	P	20150	P
USGS	09469000	2019-09-10	19810	P	19400	P
USGS	09469000	2019-09-11	19100	P	18760	P
USGS	09469000	2019-09-12	18410	P	18080	P
USGS	09469000	2019-09-13	17720	P	17430	P
USGS	09469000	2019-09-14	17060	P	16720	P
USGS	09469000	2019-09-15	16410	P	16110	P
USGS	09469000	2019-09-16	15770	P	15390	P
USGS	09469000	2019-09-17	15140	P	14810	P
USGS	09469000	2019-09-18	14670	P	14520	P
USGS	09469000	2019-09-19	14310	P	14060	P
USGS	09469000	2019-09-20	13810	P	13550	P
USGS	09469000	2019-09-21	13300	P	13040	P
USGS	09469000	2019-09-22	12790	P	12510	P
USGS	09469000	2019-09-23	12340	P	12230	P
USGS	09469000	2019-09-24	12170	P	12080	P
USGS	09469000	2019-09-25	12010	P	11890	P
USGS	09469000	2019-09-26	11840	P	11750	P
USGS	09469000	2019-09-27	11670	P	11580	P
USGS	09469000	2019-09-28	11500	P	11410	P
USGS	09469000	2019-09-29	11320	P	11250	P
USGS	09469000	2019-09-30	11130	P	11010	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-11-03 08:13:35 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#          5495       00054     00003     Reservoir storage, acre feet (Mean)
#          5496       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2019-10-01	10940	P	10840	P
USGS	09469000	2019-10-02	10740	P	10640	P
USGS	09469000	2019-10-03	10550	P	10440	P
USGS	09469000	2019-10-04	10360	P	10240	P
USGS	09469000	2019-10-05	10170	P	10090	P
USGS	09469000	2019-10-06	9984	P	9890	P
USGS	09469000	2019-10-07	9796	P	9690	P
USGS	09469000	2019-10-08	9605	P	9506	P
USGS	09469000	2019-10-09	9419	P	9338	P
USGS	09469000	2019-10-10	9216	P	9116	P
USGS	09469000	2019-10-11	9022	P	8911	P
USGS	09469000	2019-10-12	8829	P	8748	P
USGS	09469000	2019-10-13	8656	P	8547	P
USGS	09469000	2019-10-14	8464	P	8348	P
USGS	09469000	2019-10-15	8242	P	8139	P
USGS	09469000	2019-10-16	8017	P	7907	P
USGS	09469000	2019-10-17	7777	P	7678	P
USGS	09469000	2019-10-18	7545	P	7429	P
USGS	09469000	2019-10-19	7326	P	7232	P
USGS	09469000	2019-10-20	7095	P	6966	P
USGS	09469000	2019-10-21	6870	P	6760	P
USGS	09469000	2019-10-22	6647	P	6531	P
USGS	09469000	2019-10-23	6422	P	6307	P
USGS	09469000	2019-10-24	6202	P	6052	P
USGS	09469000	2019-10-25	6029	P	6006	P
USGS	09469000	2019-10-26	5997	P	6006	P
USGS	09469000	2019-10-27	5996	P	5961	P
USGS	09469000	2019-10-28	5957	P	5972	P
USGS	09469000	2019-10-29			5984	P
USGS	09469000	2019-10-30	5970	P	5961	P
USGS	09469000	2019-10-31	5958	P	5972	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-12-02 19:48:47 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre feet (Mean)
#          5496       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2019-11-01	5961	P	5961	P
USGS	09469000	2019-11-02	5965	P	5972	P
USGS	09469000	2019-11-03	5964	P	5961	P
USGS	09469000	2019-11-04	5961	P	5961	P
USGS	09469000	2019-11-05	5967	P	5961	P
USGS	09469000	2019-11-06	5977	P	5972	P
USGS	09469000	2019-11-07	5977	P	5972	P
USGS	09469000	2019-11-08	5987	P	5984	P
USGS	09469000	2019-11-09	5980	P	5984	P
USGS	09469000	2019-11-10	5985	P	5984	P
USGS	09469000	2019-11-11	5989	P	5984	P
USGS	09469000	2019-11-12	6009	P	5984	P
USGS	09469000	2019-11-13	5983	P	5984	P
USGS	09469000	2019-11-14	5978	P	5972	P
USGS	09469000	2019-11-15	5980	P	5984	P
USGS	09469000	2019-11-16	5979	P	5972	P
USGS	09469000	2019-11-17	5979	P	5972	P
USGS	09469000	2019-11-18	5979	P	5984	P
USGS	09469000	2019-11-19	5988	P	6029	P
USGS	09469000	2019-11-20	6039	P	6179	P
USGS	09469000	2019-11-21	6259	P	6295	P
USGS	09469000	2019-11-22	6330	P	6342	P
USGS	09469000	2019-11-23	6501	P	6784	P
USGS	09469000	2019-11-24	7071	P	7268	P
USGS	09469000	2019-11-25	7460	P	7628	P
USGS	09469000	2019-11-26	7700	P	7805	P
USGS	09469000	2019-11-27	7916	P	8074	P
USGS	09469000	2019-11-28	8141	P	8243	P
USGS	09469000	2019-11-29	8516	P	8802	P
USGS	09469000	2019-11-30	9316	P	9847	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-01-02 20:37:16 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre feet (Mean)
#          5496       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2019-12-01	10380	P	10950	P
USGS	09469000	2019-12-02	11660	P	12430	P
USGS	09469000	2019-12-03	13480	P	14570	P
USGS	09469000	2019-12-04	15520	P	16270	P
USGS	09469000	2019-12-05	16800	P	17190	P
USGS	09469000	2019-12-06	17570	P	17910	P
USGS	09469000	2019-12-07	18210	P	18500	P
USGS	09469000	2019-12-08	18780	P	19020	P
USGS	09469000	2019-12-09	19440	P	19780	P
USGS	09469000	2019-12-10	20160	P	20760	P
USGS	09469000	2019-12-11	21850	P	22940	P
USGS	09469000	2019-12-12	24240	P	25690	P
USGS	09469000	2019-12-13	27230	P	28680	P
USGS	09469000	2019-12-14	29820	P	30820	P
USGS	09469000	2019-12-15	31560	P	32230	P
USGS	09469000	2019-12-16	32820	P	33390	P
USGS	09469000	2019-12-17	33820	P	34250	P
USGS	09469000	2019-12-18	34680	P	35110	P
USGS	09469000	2019-12-19	35450	P	35790	P
USGS	09469000	2019-12-20	36120	P	36450	P
USGS	09469000	2019-12-21	36710	P	37110	P
USGS	09469000	2019-12-22	37440	P	37690	P
USGS	09469000	2019-12-23	37940	P	38190	P
USGS	09469000	2019-12-24	38520	P	38890	P
USGS	09469000	2019-12-25	39120	P	39280	P
USGS	09469000	2019-12-26	39630	P	39880	P
USGS	09469000	2019-12-27	40120	P	40330	P
USGS	09469000	2019-12-28	40610	P	40820	P
USGS	09469000	2019-12-29	41030	P	41330	P
USGS	09469000	2019-12-30	41730	P	42040	P
USGS	09469000	2019-12-31	42380	P	42690	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-02-03 19:47:48 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre feet (Mean)
#          5496       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2020-01-01	43080	P	43440	P
USGS	09469000	2020-01-02	43660	P	43880	P
USGS	09469000	2020-01-03	44240	P	44580	P
USGS	09469000	2020-01-04	44840	P	45090	P
USGS	09469000	2020-01-05	45400	P	45700	P
USGS	09469000	2020-01-06	46010	P	46290	P
USGS	09469000	2020-01-07	46460	P	46640	P
USGS	09469000	2020-01-08	47000	P	47300	P
USGS	09469000	2020-01-09	47580	P	47830	P
USGS	09469000	2020-01-10	48120	P	48290	P
USGS	09469000	2020-01-11	48590	P	48890	P
USGS	09469000	2020-01-12	49070	P	49290	P
USGS	09469000	2020-01-13	49520	P	49690	P
USGS	09469000	2020-01-14	50000	P	50230	P
USGS	09469000	2020-01-15	50480	P	50740	P
USGS	09469000	2020-01-16	51010	P	51390	P
USGS	09469000	2020-01-17	51590	P	51810	P
USGS	09469000	2020-01-18	52470	P	53120	P
USGS	09469000	2020-01-19	54130	P	55130	P
USGS	09469000	2020-01-20	56300	P	57470	P
USGS	09469000	2020-01-21	58700	P	59940	P
USGS	09469000	2020-01-22	60870	P	61700	P
USGS	09469000	2020-01-23	62640	P	63520	P
USGS	09469000	2020-01-24	64690	P	65770	P
USGS	09469000	2020-01-25	66940	P	67970	P
USGS	09469000	2020-01-26	69000	P	69970	P
USGS	09469000	2020-01-27	70860	P	71760	P
USGS	09469000	2020-01-28	72470	P	73160	P
USGS	09469000	2020-01-29	73880	P	74530	P
USGS	09469000	2020-01-30	75220	P	75920	P
USGS	09469000	2020-01-31	76490	P	77020	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-03-02 19:21:31 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2020-02-01	77140	P	77610	P
USGS	09469000	2020-02-02	78200	P	78720	P
USGS	09469000	2020-02-03	79250	P	79620	P
USGS	09469000	2020-02-04	79980	P	80300	P
USGS	09469000	2020-02-05	80630	P	80860	P
USGS	09469000	2020-02-06	81250	P	81640	P
USGS	09469000	2020-02-07	81860	P	82160	P
USGS	09469000	2020-02-08	82460	P	82680	P
USGS	09469000	2020-02-09	83090	P	83390	P
USGS	09469000	2020-02-10	83680	P	84090	P
USGS	09469000	2020-02-11	84370	P	84620	P
USGS	09469000	2020-02-12	84910	P	85190	P
USGS	09469000	2020-02-13	85590	P	86080	P
USGS	09469000	2020-02-14	86600	P	87030	P
USGS	09469000	2020-02-15	87680	P	88250	P
USGS	09469000	2020-02-16	88980	P	89660	P
USGS	09469000	2020-02-17	90230	P	90720	P
USGS	09469000	2020-02-18	91400	P	92060	P
USGS	09469000	2020-02-19	92640	P	93170	P
USGS	09469000	2020-02-20	93790	P	94390	P
USGS	09469000	2020-02-21	94990	P	95380	P
USGS	09469000	2020-02-22	96300	P	97140	P
USGS	09469000	2020-02-23	97880	P	98680	P
USGS	09469000	2020-02-24	99800	P	100900	P
USGS	09469000	2020-02-25	102300	P	103500	P
USGS	09469000	2020-02-26	105400	P	107000	P
USGS	09469000	2020-02-27	108900	P	110700	P
USGS	09469000	2020-02-28	113100	P	115300	P
USGS	09469000	2020-02-29	117200	P	118900	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-04-01 19:12:48 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2020-03-01	120300	P	121600	P
USGS	09469000	2020-03-02	122700	P	123600	P
USGS	09469000	2020-03-03	124700	P	125600	P
USGS	09469000	2020-03-04	126300	P	126800	P
USGS	09469000	2020-03-05	127500	P	128000	P
USGS	09469000	2020-03-06	128600	P	129000	P
USGS	09469000	2020-03-07	129400	P	129800	P
USGS	09469000	2020-03-08	130200	P	130400	P
USGS	09469000	2020-03-09	130900	P	131300	P
USGS	09469000	2020-03-10	131600	P	132100	P
USGS	09469000	2020-03-11	132600	P	133000	P
USGS	09469000	2020-03-12	133500	P	134100	P
USGS	09469000	2020-03-13	134700	P	135400	P
USGS	09469000	2020-03-14	138100	P	140100	P
USGS	09469000	2020-03-15	141700	P	143100	P
USGS	09469000	2020-03-16	144700	P	146300	P
USGS	09469000	2020-03-17	148200	P	149900	P
USGS	09469000	2020-03-18	152100	P	154400	P
USGS	09469000	2020-03-19	156500	P	159200	P
USGS	09469000	2020-03-20	163200	P	166500	P
USGS	09469000	2020-03-21	168800	P	171100	P
USGS	09469000	2020-03-22	173600	P	175800	P
USGS	09469000	2020-03-23	178100	P	180100	P
USGS	09469000	2020-03-24	182100	P	184000	P
USGS	09469000	2020-03-25	185700	P	187400	P
USGS	09469000	2020-03-26	188800	P	190100	P
USGS	09469000	2020-03-27	191400	P	192600	P
USGS	09469000	2020-03-28	193600	P	194600	P
USGS	09469000	2020-03-29	195500	P	196400	P
USGS	09469000	2020-03-30	197200	P	197700	P
USGS	09469000	2020-03-31	198800	P	199700	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-05-03 09:25:22 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2020-04-01	200400	P	200900	P
USGS	09469000	2020-04-02	201700	P	202100	P
USGS	09469000	2020-04-03	202700	P	203100	P
USGS	09469000	2020-04-04	203600	P	203900	P
USGS	09469000	2020-04-05	204300	P	204600	P
USGS	09469000	2020-04-06	204900	P	205200	P
USGS	09469000	2020-04-07	205600	P	205900	P
USGS	09469000	2020-04-08	206200	P	206400	P
USGS	09469000	2020-04-09	206500	P	206700	P
USGS	09469000	2020-04-10	206900	P	207100	P
USGS	09469000	2020-04-11	207200	P	207200	P
USGS	09469000	2020-04-12	207300	P	207400	P
USGS	09469000	2020-04-13	207700	P	207800	P
USGS	09469000	2020-04-14	208000	P	208200	P
USGS	09469000	2020-04-15	208300	P	208400	P
USGS	09469000	2020-04-16	208500	P	208600	P
USGS	09469000	2020-04-17	208700	P	208700	P
USGS	09469000	2020-04-18	208600	P	208600	P
USGS	09469000	2020-04-19	208600	P	208500	P
USGS	09469000	2020-04-20	208500	P	208400	P
USGS	09469000	2020-04-21	208300	P	208200	P
USGS	09469000	2020-04-22	208100	P	208000	P
USGS	09469000	2020-04-23	207800	P	207600	P
USGS	09469000	2020-04-24	207400	P	207300	P
USGS	09469000	2020-04-25	207200	P	207100	P
USGS	09469000	2020-04-26	207000	P	206700	P
USGS	09469000	2020-04-27	206500	P	206200	P
USGS	09469000	2020-04-28	206000	P	205700	P
USGS	09469000	2020-04-29	205500	P	205200	P
USGS	09469000	2020-04-30	205000	P	204800	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-06-10 19:09:32 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2020-05-01	204500	P	204200	P
USGS	09469000	2020-05-02	203900	P	203500	P
USGS	09469000	2020-05-03	203200	P	202800	P
USGS	09469000	2020-05-04	202500	P	202000	P
USGS	09469000	2020-05-05	201900	P	201700	P
USGS	09469000	2020-05-06	201300	P	200800	P
USGS	09469000	2020-05-07	200600	P	200200	P
USGS	09469000	2020-05-08	199900	P	199400	P
USGS	09469000	2020-05-09	199100	P	198500	P
USGS	09469000	2020-05-10	198200	P	197700	P
USGS	09469000	2020-05-11	197400	P	197100	P
USGS	09469000	2020-05-12	196600	P	196300	P
USGS	09469000	2020-05-13	195800	P	195200	P
