# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-11-02 18:50:37 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
USGS	09398300	2019-09-17	9100	P
USGS	09398300	2019-09-18	9044	P
USGS	09398300	2019-09-19	9004	P
USGS	09398300	2019-09-20	8946	P
USGS	09398300	2019-09-21	8888	P
USGS	09398300	2019-09-22	8832	P
USGS	09398300	2019-09-23	8792	P
USGS	09398300	2019-09-24	8736	P
USGS	09398300	2019-09-25	8682	P
USGS	09398300	2019-09-26	8630	P
USGS	09398300	2019-09-27	8574	P
USGS	09398300	2019-09-28	8518	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-11-03 08:13:36 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2019-10-01	8333	P
USGS	09398300	2019-10-02	8280	P
USGS	09398300	2019-10-03	8228	P
USGS	09398300	2019-10-04	8175	P
USGS	09398300	2019-10-05	8123	P
USGS	09398300	2019-10-06	8070	P
USGS	09398300	2019-10-07	8047	P
USGS	09398300	2019-10-08	8038	P
USGS	09398300	2019-10-09	8028	P
USGS	09398300	2019-10-10	8017	P
USGS	09398300	2019-10-11	8005	P
USGS	09398300	2019-10-12	7969	P
USGS	09398300	2019-10-13	7916	P
USGS	09398300	2019-10-14	7864	P
USGS	09398300	2019-10-15	7812	P
USGS	09398300	2019-10-16	7760	P
USGS	09398300	2019-10-17	7711	P
USGS	09398300	2019-10-18	7655	P
USGS	09398300	2019-10-19	7603	P
USGS	09398300	2019-10-20	7549	P
USGS	09398300	2019-10-21	7495	P
USGS	09398300	2019-10-22	7443	P
USGS	09398300	2019-10-23	7389	P
USGS	09398300	2019-10-24	7338	P
USGS	09398300	2019-10-25	7290	P
USGS	09398300	2019-10-26	7242	P
USGS	09398300	2019-10-27	7196	P
USGS	09398300	2019-10-28	7146	P
USGS	09398300	2019-10-29	7097	P
USGS	09398300	2019-10-30	7046	P
USGS	09398300	2019-10-31	6998	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-12-02 19:48:49 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2019-11-01	6939	P
USGS	09398300	2019-11-02	6891	P
USGS	09398300	2019-11-03	6842	P
USGS	09398300	2019-11-04	6792	P
USGS	09398300	2019-11-05	6744	P
USGS	09398300	2019-11-06	6702	P
USGS	09398300	2019-11-07	6652	P
USGS	09398300	2019-11-08	6603	P
USGS	09398300	2019-11-09	6557	P
USGS	09398300	2019-11-10	6513	P
USGS	09398300	2019-11-11	6466	P
USGS	09398300	2019-11-12	6423	P
USGS	09398300	2019-11-13	6379	P
USGS	09398300	2019-11-14	6334	P
USGS	09398300	2019-11-15	6287	P
USGS	09398300	2019-11-16	6243	P
USGS	09398300	2019-11-17	6198	P
USGS	09398300	2019-11-18	6153	P
USGS	09398300	2019-11-19	6109	P
USGS	09398300	2019-11-20	6092	P
USGS	09398300	2019-11-21	6094	P
USGS	09398300	2019-11-22	6077	P
USGS	09398300	2019-11-23	6053	P
USGS	09398300	2019-11-24	6022	P
USGS	09398300	2019-11-25	5987	P
USGS	09398300	2019-11-26	5949	P
USGS	09398300	2019-11-27	5908	P
USGS	09398300	2019-11-28	5904	P
USGS	09398300	2019-11-29	6623	P
USGS	09398300	2019-11-30	6791	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-01-02 20:37:17 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2019-12-01	6846	P
USGS	09398300	2019-12-02	6870	P
USGS	09398300	2019-12-03	6897	P
USGS	09398300	2019-12-04	7249	P
USGS	09398300	2019-12-05	8008	P
USGS	09398300	2019-12-06	8289	P
USGS	09398300	2019-12-07	8437	P
USGS	09398300	2019-12-08	9520	P
USGS	09398300	2019-12-09	10210	P
USGS	09398300	2019-12-10	10430	P
USGS	09398300	2019-12-11	10530	P
USGS	09398300	2019-12-12	10580	P
USGS	09398300	2019-12-13	10600	P
USGS	09398300	2019-12-14	10610	P
USGS	09398300	2019-12-15	10610	P
USGS	09398300	2019-12-16	10600	P
USGS	09398300	2019-12-17	10580	P
USGS	09398300	2019-12-18	10550	P
USGS	09398300	2019-12-19	10550	P
USGS	09398300	2019-12-20	10550	P
USGS	09398300	2019-12-21	10560	P
USGS	09398300	2019-12-22	10560	P
USGS	09398300	2019-12-23	10560	P
USGS	09398300	2019-12-24	10580	P
USGS	09398300	2019-12-25	10590	P
USGS	09398300	2019-12-26	10590	P
USGS	09398300	2019-12-27	10600	P
USGS	09398300	2019-12-28	10600	P
USGS	09398300	2019-12-29	10600	P
USGS	09398300	2019-12-30	10590	P
USGS	09398300	2019-12-31	10590	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-02-03 19:47:51 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2020-01-01	10590	P
USGS	09398300	2020-01-02	10580	P
USGS	09398300	2020-01-03	10580	P
USGS	09398300	2020-01-04	10580	P
USGS	09398300	2020-01-05	10570	P
USGS	09398300	2020-01-06	10580	P
USGS	09398300	2020-01-07	10580	P
USGS	09398300	2020-01-08	10590	P
USGS	09398300	2020-01-09	10600	P
USGS	09398300	2020-01-10	10600	P
USGS	09398300	2020-01-11	10600	P
USGS	09398300	2020-01-12	10600	P
USGS	09398300	2020-01-13	10600	P
USGS	09398300	2020-01-14	10600	P
USGS	09398300	2020-01-15	10600	P
USGS	09398300	2020-01-16	10600	P
USGS	09398300	2020-01-17	10610	P
USGS	09398300	2020-01-18	10620	P
USGS	09398300	2020-01-19	10630	P
USGS	09398300	2020-01-20	10640	P
USGS	09398300	2020-01-21	10680	P
USGS	09398300	2020-01-22	10900	P
USGS	09398300	2020-01-23	11050	P
USGS	09398300	2020-01-24	11170	P
USGS	09398300	2020-01-25	11270	P
USGS	09398300	2020-01-26	11360	P
USGS	09398300	2020-01-27	11460	P
USGS	09398300	2020-01-28	11540	P
USGS	09398300	2020-01-29	11600	P
USGS	09398300	2020-01-30	11660	P
USGS	09398300	2020-01-31	11690	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-03-02 19:21:32 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2020-02-01	11760	P
USGS	09398300	2020-02-02	11790	P
USGS	09398300	2020-02-03	11830	P
USGS	09398300	2020-02-04	11850	P
USGS	09398300	2020-02-05	11860	P
USGS	09398300	2020-02-06	11870	P
USGS	09398300	2020-02-07	11880	P
USGS	09398300	2020-02-08	11890	P
USGS	09398300	2020-02-09	11900	P
USGS	09398300	2020-02-10	11910	P
USGS	09398300	2020-02-11	11930	P
USGS	09398300	2020-02-12	11940	P
USGS	09398300	2020-02-13	11950	P
USGS	09398300	2020-02-14	11960	P
USGS	09398300	2020-02-15	11960	P
USGS	09398300	2020-02-16	11970	P
USGS	09398300	2020-02-17	11990	P
USGS	09398300	2020-02-18	12020	P
USGS	09398300	2020-02-19	12050	P
USGS	09398300	2020-02-20	12090	P
USGS	09398300	2020-02-21	12130	P
USGS	09398300	2020-02-22	12940	P
USGS	09398300	2020-02-23	13860	P
USGS	09398300	2020-02-24	14220	P
USGS	09398300	2020-02-25	14460	P
USGS	09398300	2020-02-26	14610	P
USGS	09398300	2020-02-27	14700	P
USGS	09398300	2020-02-28	14780	P
USGS	09398300	2020-02-29	14840	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-04-01 19:12:49 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2020-03-01	14890	P
USGS	09398300	2020-03-02	14940	P
USGS	09398300	2020-03-03	14970	P
USGS	09398300	2020-03-04	15000	P
USGS	09398300	2020-03-05	15030	P
USGS	09398300	2020-03-06	15050	P
USGS	09398300	2020-03-07	15070	P
USGS	09398300	2020-03-08	15090	P
USGS	09398300	2020-03-09	15090	P
USGS	09398300	2020-03-10	15110	P
USGS	09398300	2020-03-11	15690	P
USGS	09398300	2020-03-12	15350	P
USGS	09398300	2020-03-13	15390	P
USGS	09398300	2020-03-14	15310	P
USGS	09398300	2020-03-15	15260	P
USGS	09398300	2020-03-16	15200	P
USGS	09398300	2020-03-17	15150	P
USGS	09398300	2020-03-18	15180	P
USGS	09398300	2020-03-19	15160	P
USGS	09398300	2020-03-20	15160	P
USGS	09398300	2020-03-21	15200	P
USGS	09398300	2020-03-22	15200	P
USGS	09398300	2020-03-23	15200	P
USGS	09398300	2020-03-24	15230	P
USGS	09398300	2020-03-25	15230	P
USGS	09398300	2020-03-26	15210	P
USGS	09398300	2020-03-27	15180	P
USGS	09398300	2020-03-28	15140	P
USGS	09398300	2020-03-29	15120	P
USGS	09398300	2020-03-30	15100	P
USGS	09398300	2020-03-31	15090	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-05-03 09:25:23 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2020-04-01	15080	P
USGS	09398300	2020-04-02	15080	P
USGS	09398300	2020-04-03	15060	P
USGS	09398300	2020-04-04	15050	P
USGS	09398300	2020-04-05	15050	P
USGS	09398300	2020-04-06	15040	P
USGS	09398300	2020-04-07	15030	P
USGS	09398300	2020-04-08	15020	P
USGS	09398300	2020-04-09	15000	P
USGS	09398300	2020-04-10	14980	P
USGS	09398300	2020-04-11	14970	P
USGS	09398300	2020-04-12	14950	P
USGS	09398300	2020-04-13	14950	P
USGS	09398300	2020-04-14	14960	P
USGS	09398300	2020-04-15	14960	P
USGS	09398300	2020-04-16	14950	P
USGS	09398300	2020-04-17	14930	P
USGS	09398300	2020-04-18	14910	P
USGS	09398300	2020-04-19	14880	P
USGS	09398300	2020-04-20	14850	P
USGS	09398300	2020-04-21	14820	P
USGS	09398300	2020-04-22	14780	P
USGS	09398300	2020-04-23	14750	P
USGS	09398300	2020-04-24	14710	P
USGS	09398300	2020-04-25	14670	P
USGS	09398300	2020-04-26	14630	P
USGS	09398300	2020-04-27	14580	P
USGS	09398300	2020-04-28	14540	P
USGS	09398300	2020-04-29	14500	P
USGS	09398300	2020-04-30	14460	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-06-10 19:09:34 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2020-05-01	14420	P
USGS	09398300	2020-05-02	14380	P
USGS	09398300	2020-05-03	14330	P
USGS	09398300	2020-05-04	14290	P
USGS	09398300	2020-05-05	14240	P
USGS	09398300	2020-05-06	14190	P
USGS	09398300	2020-05-07	14150	P
USGS	09398300	2020-05-08	14100	P
USGS	09398300	2020-05-09	14060	P
USGS	09398300	2020-05-10	14020	P
USGS	09398300	2020-05-11	13970	P
USGS	09398300	2020-05-12	13920	P
USGS	09398300	2020-05-13	13880	P
USGS	09398300	2020-05-14	13830	P
USGS	09398300	2020-05-15	13790	P
USGS	09398300	2020-05-16	13740	P
USGS	09398300	2020-05-17	13690	P
USGS	09398300	2020-05-18	13650	P
USGS	09398300	2020-05-19	13600	P
USGS	09398300	2020-05-20	13560	P
USGS	09398300	2020-05-21	13520	P
USGS	09398300	2020-05-22	13470	P
USGS	09398300	2020-05-23	13430	P
USGS	09398300	2020-05-24	13390	P
USGS	09398300	2020-05-25	13340	P
USGS	09398300	2020-05-26	13300	P
USGS	09398300	2020-05-27	13260	P
USGS	09398300	2020-05-28	13220	P
USGS	09398300	2020-05-29	13170	P
USGS	09398300	2020-05-30	13130	P
USGS	09398300	2020-05-31	13090	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-07-03 11:39:44 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2020-06-01	13050	P
USGS	09398300	2020-06-02	13000	P
USGS	09398300	2020-06-03	12960	P
USGS	09398300	2020-06-04	12920	P
USGS	09398300	2020-06-05	12880	P
USGS	09398300	2020-06-06	12830	P
USGS	09398300	2020-06-07	12790	P
USGS	09398300	2020-06-08	12740	P
USGS	09398300	2020-06-09	12690	P
USGS	09398300	2020-06-10	12650	P
USGS	09398300	2020-06-11	12610	P
USGS	09398300	2020-06-12	12560	P
USGS	09398300	2020-06-13	12520	P
USGS	09398300	2020-06-14	12470	P
USGS	09398300	2020-06-15	12430	P
USGS	09398300	2020-06-16	12380	P
USGS	09398300	2020-06-17	12340	P
USGS	09398300	2020-06-18	12290	P
USGS	09398300	2020-06-19	12250	P
USGS	09398300	2020-06-20	12200	P
USGS	09398300	2020-06-21	12160	P
USGS	09398300	2020-06-22	12120	P
USGS	09398300	2020-06-23	12070	P
USGS	09398300	2020-06-24	12030	P
USGS	09398300	2020-06-25	11980	P
USGS	09398300	2020-06-26	11940	P
USGS	09398300	2020-06-27	11890	P
USGS	09398300	2020-06-28	11850	P
USGS	09398300	2020-06-29	11800	P
USGS	09398300	2020-06-30	11760	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-08-05 20:17:34 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2020-07-01	11710	P
USGS	09398300	2020-07-02	11670	P
USGS	09398300	2020-07-03	11640	P
USGS	09398300	2020-07-04	11590	P
USGS	09398300	2020-07-05	11550	P
USGS	09398300	2020-07-06	11510	P
USGS	09398300	2020-07-07	11470	P
USGS	09398300	2020-07-08	11420	P
USGS	09398300	2020-07-09	11390	P
USGS	09398300	2020-07-10	11340	P
USGS	09398300	2020-07-11	11310	P
USGS	09398300	2020-07-12	11270	P
USGS	09398300	2020-07-13	11230	P
USGS	09398300	2020-07-14	11200	P
USGS	09398300	2020-07-15	11180	P
USGS	09398300	2020-07-16	11150	P
USGS	09398300	2020-07-17	11110	P
USGS	09398300	2020-07-18	11070	P
USGS	09398300	2020-07-19	11030	P
USGS	09398300	2020-07-20	10990	P
USGS	09398300	2020-07-21	10950	P
USGS	09398300	2020-07-22	10920	P
USGS	09398300	2020-07-23	10880	P
USGS	09398300	2020-07-24	10840	P
USGS	09398300	2020-07-25	10810	P
USGS	09398300	2020-07-26	10770	P
USGS	09398300	2020-07-27	10730	P
USGS	09398300	2020-07-28	10690	P
USGS	09398300	2020-07-29	10650	P
USGS	09398300	2020-07-30	10620	P
USGS	09398300	2020-07-31	10580	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-09-05 10:02:17 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2020-08-01	10520	P
USGS	09398300	2020-08-02	10490	P
USGS	09398300	2020-08-03	10440	P
USGS	09398300	2020-08-04	10380	P
USGS	09398300	2020-08-05	10320	P
USGS	09398300	2020-08-06	10250	P
USGS	09398300	2020-08-07	10190	P
USGS	09398300	2020-08-08	10120	P
USGS	09398300	2020-08-09	10050	P
USGS	09398300	2020-08-10	9990	P
USGS	09398300	2020-08-11	9922	P
USGS	09398300	2020-08-12	9866	P
USGS	09398300	2020-08-13	9800	P
USGS	09398300	2020-08-14	9736	P
USGS	09398300	2020-08-15	9674	P
USGS	09398300	2020-08-16	9614	P
USGS	09398300	2020-08-17	9552	P
USGS	09398300	2020-08-18	9490	P
USGS	09398300	2020-08-19	9438	P
USGS	09398300	2020-08-20	9370	P
USGS	09398300	2020-08-21	9306	P
USGS	09398300	2020-08-22	9254	P
USGS	09398300	2020-08-23	9196	P
USGS	09398300	2020-08-24	9130	P
USGS	09398300	2020-08-25	9066	P
USGS	09398300	2020-08-26	9000	P
USGS	09398300	2020-08-27	8944	P
USGS	09398300	2020-08-28	8878	P
USGS	09398300	2020-08-29	8812	P
USGS	09398300	2020-08-30	8746	P
USGS	09398300	2020-08-31	8688	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-10-02 15:18:13 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2020-09-01	8624	P
USGS	09398300	2020-09-02	8554	P
USGS	09398300	2020-09-03	8486	P
